기초시군구(관할관청),업체명,연락처,폐기물구분,폐기물명,연간배출량(톤)
경상북도 청도군,(주)케이알산업 청도(하)휴게소,054-373-8123,사업장생활계폐기물,폐식용유(식용을 목적으로 식품 재료와 원료를 제조ㆍ조리ㆍ가공하거나 식용유를 유통ㆍ사용 또는 음식물류 폐기물을 처리하는 과정에서 발생하는 기름을 말한다),0.795
경상북도 청도군,(주)케이알산업 청도(하)휴게소,054-373-8123,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),222.03
경상북도 청도군,풍각농공단지협의회,054-373-4871,사업장배출시설계폐기물,그 밖의 폐수처리오니,97.13
경상북도 청송군,(주)소노인터내셔널 청송지점,054-518-5006,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),194.36
경상북도 청송군,한국도로공사 청송지사(가연성),053-714-6942,사업장생활계폐기물,폐토사,146.77
경상북도 청송군,한국도로공사 청송지사(가연성),053-714-6942,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),54.51
경상북도 청송군,한국수자원공사 청송권지사,054-874-1125,사업장배출시설계폐기물,그 밖의 폐기물,21.65
경상북도 청송군,한국수자원공사 청송권지사,054-874-1125,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),9.02
경상북도 청송군,한국수자원공사 청송권지사,054-874-1125,사업장배출시설계폐기물,하수처리오니,2047.73
경상북도 칠곡군,(주) 타스지혁,,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),232.72
경상북도 칠곡군,(주)대경탄소,054-977-9600,사업장배출시설계폐기물,폐흡착제,26.14
경상북도 칠곡군,(주)대주산업 칠곡하행휴게소,054-975-2277,사업장생활계폐기물,음식물류폐기물,108.08
경상북도 칠곡군,(주)대주산업 칠곡하행휴게소,054-975-2277,사업장생활계폐기물,폐식용유(식용을 목적으로 식품 재료와 원료를 제조ㆍ조리ㆍ가공하거나 식용유를 유통ㆍ사용 또는 음식물류 폐기물을 처리하는 과정에서 발생하는 기름을 말한다),4.953
경상북도 칠곡군,(주)대주산업 칠곡하행휴게소,054-975-2277,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),169.64
경상북도 칠곡군,(주)데스코,054-970-5854,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),51.29
경상북도 칠곡군,(주)데스코,054-970-5854,사업장배출시설계폐기물,폐활성탄,2.4
경상북도 칠곡군,(주)엘앤에프,054-979-8831,사업장배출시설계폐기물,폐내화물,56.89
경상북도 칠곡군,(주)엘앤에프,054-979-8831,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),121.28
경상북도 칠곡군,(주)티케이케미칼 폴리에스터공장,054-970-6313,사업장배출시설계폐기물,그 밖의 광재류,11
경상북도 칠곡군,(주)티케이케미칼 폴리에스터공장,054-970-6313,사업장배출시설계폐기물,그 밖의 폐목재류,38.45
경상북도 칠곡군,(주)티케이케미칼 폴리에스터공장,054-970-6313,사업장배출시설계폐기물,그 밖의 폐섬유,1254.907
경상북도 칠곡군,(주)티케이케미칼 폴리에스터공장,054-970-6313,사업장배출시설계폐기물,그 밖의 폐수처리오니,112.55
경상북도 칠곡군,(주)티케이케미칼 폴리에스터공장,054-970-6313,사업장배출시설계폐기물,그 밖의 폐합성고분자화합물(합성수지류로 피복된 폐전선을 포함한다),4.22
경상북도 칠곡군,(주)티케이케미칼 폴리에스터공장,054-970-6313,사업장배출시설계폐기물,폐석고,7.64
경상북도 칠곡군,(주)티케이케미칼 폴리에스터공장,054-970-6313,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),114.6
경상북도 칠곡군,YG자원,054-972-8680,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),335.47
경상북도 칠곡군,광명금속(주),054-971-2161,사업장배출시설계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(원목상태의 깨끗한 목재를 말한다)",30.09
경상북도 칠곡군,광명금속(주),054-971-2161,사업장배출시설계폐기물,그 밖의 광재류,1791.11
경상북도 칠곡군,광명금속(주),054-971-2161,사업장배출시설계폐기물,그 밖의 분진,95.92
경상북도 칠곡군,광명금속(주),054-971-2161,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),1.91
경상북도 칠곡군,구미시설공단,,,"그 밖의 폐광물유[아스팔트유ㆍ그리스(grease)ㆍ방청유 및 수용성절삭유, 20퍼센트 이상의 이물질이 함유된 폐유, 고체상태의 폐유 등을 말한다]",6.42
경상북도 칠곡군,구미시설공단,,,폐기계유ㆍ폐작동유(공업용 기계유ㆍ냉동기유ㆍ터어빈유ㆍ베어링윤활유ㆍ압축기유ㆍ유압작동유ㆍ열매체유 및 프로세스유 등을 말한다),2.26
경상북도 칠곡군,구미시설공단,054-480-2200,사업장배출시설계폐기물,가축분뇨처리오니,3304.09
경상북도 칠곡군,구미시설공단,054-480-2200,사업장배출시설계폐기물,그 밖의 공정오니(유기성),35.83
경상북도 칠곡군,구미시설공단,054-480-2200,사업장배출시설계폐기물,폐토사,76.35
경상북도 칠곡군,구미시설공단,054-480-2200,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),411.86
경상북도 칠곡군,대덕환경산업(주)칠곡지점,054-975-0788,사업장배출시설계폐기물,그 밖의 폐목재류,326.69
경상북도 칠곡군,대덕환경산업(주)칠곡지점,054-975-0788,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),1900.89
경상북도 칠곡군,리코씰 주식회사,054-973-2999,,그 밖의 폐유기용제,24.81
경상북도 칠곡군,삼성레진(주) 지정폐기물,054-976-9133,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),67.39
경상북도 칠곡군,성원금속,,사업장배출시설계폐기물,그 밖의 공정오니(무기성),2195.37
경상북도 칠곡군,신우피앤씨,054-920-8000,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),249.85
경상북도 칠곡군,에스티 주식회사,070-8798-1019,사업장배출시설계폐기물,폐수처리오니,15.48
경상북도 칠곡군,에스티 주식회사,070-8798-1019,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),32.21
경상북도 칠곡군,엘지유플러스_칠곡,,사업장생활계폐기물,그 밖의 폐합성고분자화합물(합성수지류로 피복된 폐전선을 포함한다),379.68
경상북도 칠곡군,엘지유플러스_칠곡,,사업장생활계폐기물,산업용폐전기전자제품,49.467
경상북도 칠곡군,엘지유플러스_칠곡,,,폐황산이 포함된 2차폐축전지,123.43
경상북도 칠곡군,주)해바라기요양원,054-971-8003,,손상성폐기물,0.01
경상북도 칠곡군,주)해바라기요양원,054-971-8003,,일반의료폐기물,0.0245
경상북도 칠곡군,한일건재공업(주),054-972-0074,사업장배출시설계폐기물,폐수처리오니,2892.75
경상북도 칠곡군,한일건재공업(주),054-972-0074,사업장배출시설계폐기물,폐콘크리트,1226.02
경상북도 포항시,(주)SIMPAC 포항1공장,054-271-8743,사업장배출시설계폐기물,그 밖의 분진,5383.49
경상북도 포항시,(주)SIMPAC 포항1공장,054-271-8743,사업장배출시설계폐기물,제강슬래그,68817
경상북도 포항시,(주)SIMPAC 포항1공장,054-271-8743,사업장배출시설계폐기물,폐내화물,18.95
경상북도 포항시,(주)SIMPAC 포항1공장,054-271-8743,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),41.11
경상북도 포항시,(주)경흥아이앤씨,054-277-3301,사업장배출시설계폐기물,그 밖의 분진,202428.24
경상북도 포항시,(주)경흥아이앤씨,054-277-3301,사업장배출시설계폐기물,폐수처리오니,14158.36
경상북도 포항시,(주)경흥아이앤씨,054-277-3301,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),80.4
경상북도 포항시,(주)세기,054-278-4020,사업장배출시설계폐기물,폐수처리오니,9.72
경상북도 포항시,(주)세기,054-278-4020,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),73.4
경상북도 포항시,(주)에스에스알,054-261-3600,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),11861.57
경상북도 포항시,(주)인텍,054-231-6280,사업장배출시설계폐기물,그 밖의 광재류,50.25
경상북도 포항시,(주)인텍,054-231-6280,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),6.99
경상북도 포항시,건도산업사,054-261-0529,사업장배출시설계폐기물,폐수처리오니,164.17
경상북도 포항시,건도산업사,054-261-0529,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),17.74
경상북도 포항시,경상북도 포항의료원,054-247-0551,사업장배출시설계폐기물,폐수처리오니,0.74
경상북도 포항시,경상북도 포항의료원,054-247-0551,사업장생활계폐기물,그 밖의 폐기물,93.04
경상북도 포항시,경상북도 포항의료원,054-247-0551,사업장생활계폐기물,음식물류폐기물,78.21
경상북도 포항시,대일알앤에프,054-281-8477,사업장배출시설계폐기물,그 밖의 폐수처리오니,1.1
경상북도 포항시,대일알앤에프,054-281-8477,사업장배출시설계폐기물,사업장폐기물 소각시설 소각재(바닥재와 비산재가 혼합된 경우를 말한다),14.28
경상북도 포항시,대일알앤에프,054-281-8477,사업장배출시설계폐기물,수산물가공잔재물,458
경상북도 포항시,서현개발(주),054-278-4491,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),16.13
경상북도 포항시,이조산업,054-278-3311,사업장배출시설계폐기물,폐내화물,405.14
경상북도 포항시,이조산업,054-278-3311,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),25.98
경상북도 포항시,주식회사 에코비트그린포항,054-277-8288,사업장배출시설계폐기물,폐수처리오니,1448.27
경상북도 포항시,주식회사 에코비트그린포항,054-277-8288,사업장배출시설계폐기물,폐토사,7.7
경상북도 포항시,주식회사 에코비트그린포항,054-277-8288,사업장배출시설계폐기물,폐흡착제,3.46
경상북도 포항시,죽도어시장상인회,,사업장생활계폐기물,그 밖의 폐기물,252.92
경상북도 포항시,죽도어시장상인회,,사업장생활계폐기물,수산물가공잔재물,215.39
경상북도 포항시,포우산업(주),054-277-1607,사업장배출시설계폐기물,폐수처리오니,79732.74
경상북도 포항시,포우산업(주),054-277-1607,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),32.04
경상북도 포항시,포항수산업 협동조합,054-247-4412,사업장생활계폐기물,그 밖의 폐기물,170.3
경상북도 포항시,포항수산업 협동조합,054-247-4412,사업장생활계폐기물,수산물가공잔재물,22.6503
경상북도 포항시,포항수협조업중인양쓰레기및생분해성어구처리,054-246-2840,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),215.75
경상북도 포항시,포항죽도시장상가번영회,054-247-7888,사업장생활계폐기물,그 밖의 폐기물,0
경상북도 포항시,하이테크닉(주),054-293-6333,사업장배출시설계폐기물,"(구)임목폐목재(건설공사, 산지개간 등의 과정에서 발생된 나무뿌리, 가지, 줄기 등을 말한다)",100.24
경상북도 포항시,하이테크닉(주),054-293-6333,사업장배출시설계폐기물,(구)폐받침목,848.35
경상북도 포항시,하이테크닉(주),054-293-6333,사업장배출시설계폐기물,건설폐토석,2395.21
경상북도 포항시,하이테크닉(주),054-293-6333,사업장배출시설계폐기물,그 밖의 폐기물,6424.98
경상북도 포항시,하이테크닉(주),054-293-6333,사업장배출시설계폐기물,자동차 폐타이어,166.38
경상북도 포항시,하이테크닉(주),054-293-6333,사업장배출시설계폐기물,폐보드류,205.25
경상북도 포항시,하이테크닉(주),054-293-6333,사업장배출시설계폐기물,폐분말소화기,3.27
경상북도 포항시,하이테크닉(주),054-293-6333,사업장배출시설계폐기물,폐콘크리트,665.71
경상북도 포항시,하이테크닉(주),054-293-6333,사업장배출시설계폐기물,폐토사,114.03
경상북도 포항시,하이테크닉(주),054-293-6333,사업장배출시설계폐기물,폐폴리염화비닐수지류,178.42
경상북도 포항시,하이테크닉(주),054-293-6333,사업장배출시설계폐기물,폐합성고무류,47.41
경상북도 포항시,하이테크닉(주),054-293-6333,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),6349.28
경상북도 포항시,한국씨엔티(주)포항지점,054-271-3312,사업장배출시설계폐기물,폐내화물,29.16
경상북도 포항시,한국씨엔티(주)포항지점,054-271-3312,사업장배출시설계폐기물,폐콘크리트,533.36
경상북도 포항시,한국씨엔티(주)포항지점,054-271-3312,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),23.23
경상북도 포항시,한국우드(주),054-249-0039,사업장배출시설계폐기물,폐콘크리트,101.55
경상북도 포항시,홈플러스(주)포항점,054-249-2080,사업장생활계폐기물,그 밖의 폐기물,90.27
경상북도 포항시,홈플러스(주)포항점,054-249-2080,사업장생활계폐기물,음식물류폐기물,59.17
경상북도 포항시,홈플러스(주)포항점,054-249-2080,사업장생활계폐기물,축산물가공잔재물(동물성 유지류는 제외한다),7.860366
경상북도 포항시,홈플러스(주)포항점,054-249-2080,사업장생활계폐기물,폐발포합성수지,2.24
경상북도 포항시,홈플러스(주)포항점,054-249-2080,사업장생활계폐기물,폐식용유(식용을 목적으로 식품 재료와 원료를 제조ㆍ조리ㆍ가공하거나 식용유를 유통ㆍ사용 또는 음식물류 폐기물을 처리하는 과정에서 발생하는 기름을 말한다),1.488
경상북도 포항시,홈플러스(주)포항점,054-249-2080,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),0.93
경상북도 포항시 남구,(재)포항산업과학연구원,054-279-6803,사업장배출시설계폐기물,그 밖의 광재류,107.42
경상북도 포항시 남구,(재)포항산업과학연구원,054-279-6803,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),135.18
경상북도 포항시 남구,(재)포항산업과학연구원,054-279-6803,,그 밖의 폐산,17.78
경상북도 포항시 남구,(재)포항산업과학연구원,054-279-6803,,그 밖의 폐알칼리,13.18
경상북도 포항시 남구,(재)포항산업과학연구원,054-279-6803,,그 밖의 폐유기용제,17.14
경상북도 포항시 남구,(재)포항산업과학연구원,054-279-6803,,연구ㆍ검사용 폐시약,7.3
경상북도 포항시 남구,(재)포항산업과학연구원,054-279-6803,,폐유성페인트,4.07
경상북도 포항시 남구,(주)대일씨엔에프,054-276-1777,사업장생활계폐기물,수산물가공잔재물,69.33
경상북도 포항시 남구,(주)대일씨엔에프,054-276-1777,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),16.29
경상북도 포항시 남구,(주)동성조선,054-247-6048,사업장배출시설계폐기물,그 밖의 광재류,61.97
경상북도 포항시 남구,(주)동성조선,054-247-6048,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),21.45
경상북도 포항시 남구,(주)삼명금속,054-278-3030,사업장배출시설계폐기물,폐수처리오니,556.25
경상북도 포항시 남구,(주)삼명금속,054-278-3030,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),4.44
경상북도 포항시 남구,(주)서강금속,054-285-6025,사업장생활계폐기물,그 밖의 분진,10780
경상북도 포항시 남구,(주)서강금속,054-285-6025,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),10250
경상북도 포항시 남구,(주)세아제강,054-271-4154,사업장배출시설계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(원목상태의 깨끗한 목재를 말한다)",32.02
경상북도 포항시 남구,(주)세아제강,054-271-4154,사업장배출시설계폐기물,그 밖의 공정오니(무기성),348.71
경상북도 포항시 남구,(주)세아제강,054-271-4154,사업장배출시설계폐기물,그 밖의 광재류,416
경상북도 포항시 남구,(주)세아제강,054-271-4154,사업장배출시설계폐기물,폐활성탄,10.72
경상북도 포항시 남구,(주)세아특수강,054-285-4771,사업장배출시설계폐기물,그 밖의 공정오니(무기성),722.31
경상북도 포항시 남구,(주)세아특수강,054-285-4771,사업장배출시설계폐기물,그 밖의 분진,413.62
경상북도 포항시 남구,(주)세아특수강,054-285-4771,사업장배출시설계폐기물,폐수처리오니,653
경상북도 포항시 남구,(주)세아특수강,054-285-4771,사업장배출시설계폐기물,폐합성고무류,14.72
경상북도 포항시 남구,(주)세아특수강,054-285-4771,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),124.74
경상북도 포항시 남구,(주)케이알엠,054-278-8484,사업장배출시설계폐기물,폐내화물,54.27
경상북도 포항시 남구,(주)케이알엠,054-278-8484,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),21.41
경상북도 포항시 남구,(주)코스와이어포항공장,054-288-2811,사업장배출시설계폐기물,그 밖의 공정오니(무기성),70.81
경상북도 포항시 남구,(주)티시테크,054-223-3251,사업장배출시설계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(원목상태의 깨끗한 목재를 말한다)",116.18
경상북도 포항시 남구,(주)티시테크,054-223-3251,사업장배출시설계폐기물,그 밖의 분진,13.77
경상북도 포항시 남구,(주)티시테크,054-223-3251,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),62.42
경상북도 포항시 남구,(주)티씨씨스틸,054-289-1123,사업장배출시설계폐기물,건설폐토석,17.68
경상북도 포항시 남구,(주)티씨씨스틸,054-289-1123,사업장배출시설계폐기물,그 밖의 공정오니(무기성),100.4
경상북도 포항시 남구,(주)티씨씨스틸,054-289-1123,사업장배출시설계폐기물,그 밖의 무기성오니,3497.92
경상북도 포항시 남구,(주)티씨씨스틸,054-289-1123,사업장배출시설계폐기물,그 밖의 폐합성고분자화합물(합성수지류로 피복된 폐전선을 포함한다),2.44
경상북도 포항시 남구,(주)티씨씨스틸,054-289-1123,사업장배출시설계폐기물,폐수처리오니,2718.38
경상북도 포항시 남구,(주)티씨씨스틸,054-289-1123,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),293.91
경상북도 포항시 남구,(주)포스코케미칼 포항화학사업부,054-222-5435,사업장배출시설계폐기물,그 밖의 공정오니(무기성),96127.47
경상북도 포항시 남구,(주)포스코케미칼 포항화학사업부,054-222-5435,사업장배출시설계폐기물,폐합성고무류,17.68
경상북도 포항시 남구,(주)포스코케미칼 포항화학사업부,054-222-5435,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),32.9
경상북도 포항시 남구,(주)포스코케미칼 포항화학사업부,054-222-5435,사업장배출시설계폐기물,폐활성탄,5.72
경상북도 포항시 남구,(주)한금,054-278-2886,사업장배출시설계폐기물,폐수처리오니,102.81
경상북도 포항시 남구,고려열연(주),054-278-9111,사업장배출시설계폐기물,그 밖의 공정오니(무기성),48.79
경상북도 포항시 남구,고려열연(주),054-278-9111,사업장배출시설계폐기물,그 밖의 분진,74.97
경상북도 포항시 남구,고려열연(주),054-278-9111,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),42.81
경상북도 포항시 남구,고려특수선재 (주) 대송공장,054-288-2844,사업장배출시설계폐기물,그 밖의 공정오니(무기성),97.31
경상북도 포항시 남구,고려특수선재 (주) 대송공장,054-288-2844,사업장배출시설계폐기물,폐수처리오니,62.17
경상북도 포항시 남구,넥스틸(주),054-288-5528,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),62.01
경상북도 포항시 남구,넥스틸(주) 포항2공장,054-288-5528,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),17.34
경상북도 포항시 남구,동국산업(주),054-271-0241,사업장배출시설계폐기물,그 밖의 공정오니(무기성),22.43
경상북도 포항시 남구,동국산업(주),054-271-0241,사업장배출시설계폐기물,그 밖의 폐목재류,16.56
경상북도 포항시 남구,동국산업(주),054-271-0241,사업장배출시설계폐기물,폐수처리오니,218.37
경상북도 포항시 남구,동국산업(주),054-271-0241,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),651.23
경상북도 포항시 남구,동국제강(주)포항공장,054-721-3241,사업장배출시설계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(접착제, 페인트, 기름, 콘크리트 등의 물질이 사용된 목재를 말한다)",149.18
경상북도 포항시 남구,동국제강(주)포항공장,054-721-3241,사업장배출시설계폐기물,(구)폐받침목,3.68
경상북도 포항시 남구,동국제강(주)포항공장,054-721-3241,사업장배출시설계폐기물,그 밖의 폐금속류,916.18
경상북도 포항시 남구,동국제강(주)포항공장,054-721-3241,사업장배출시설계폐기물,그 밖의 폐섬유,1.3
경상북도 포항시 남구,동국제강(주)포항공장,054-721-3241,사업장배출시설계폐기물,그 밖의 폐합성고분자화합물(합성수지류로 피복된 폐전선을 포함한다),18.52
경상북도 포항시 남구,동국제강(주)포항공장,054-721-3241,사업장배출시설계폐기물,제강슬래그,164806.12
경상북도 포항시 남구,동국제강(주)포항공장,054-721-3241,사업장배출시설계폐기물,폐내화물,4148
경상북도 포항시 남구,동국제강(주)포항공장,054-721-3241,사업장배출시설계폐기물,폐분말소화기,2.02
경상북도 포항시 남구,동국제강(주)포항공장,054-721-3241,사업장배출시설계폐기물,폐수처리오니,780.96
경상북도 포항시 남구,동국제강(주)포항공장,054-721-3241,사업장배출시설계폐기물,폐토사,3632.5
경상북도 포항시 남구,동국제강(주)포항공장,054-721-3241,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),213.84
경상북도 포항시 남구,동국제강(주)포항공장,054-721-3241,사업장생활계폐기물,그 밖의 폐기물,38.56
경상북도 포항시 남구,동서화학공업(주),054-271-3232,사업장배출시설계폐기물,폐수처리오니,1418.63
경상북도 포항시 남구,동서화학공업(주),054-271-3232,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),21.28
경상북도 포항시 남구,디케이동신(주),054-280-0292,사업장배출시설계폐기물,그 밖의 폐목재류,95.92
경상북도 포항시 남구,디케이동신(주),054-280-0292,사업장배출시설계폐기물,폐수처리오니,275.72
경상북도 포항시 남구,디케이동신(주),054-280-0292,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),245
경상북도 포항시 남구,디케이동신(주),054-280-0292,사업장배출시설계폐기물,폐활성탄,200.28
경상북도 포항시 남구,애경특수도료 (포항공장),,사업장배출시설계폐기물,폐활성탄,32.09
경상북도 포항시 남구,양포식품주식회사,054-276-1612,사업장배출시설계폐기물,그 밖의 폐수처리오니,76.96
경상북도 포항시 남구,양포식품주식회사,054-276-1612,사업장배출시설계폐기물,수산물가공잔재물,132
경상북도 포항시 남구,주식회사 티씨씨메탈,054-278-5921,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),10.42
경상북도 포항시 남구,지멘스헬시니어스 주식회사,054-750-6411,사업장배출시설계폐기물,그 밖의 폐목재류,39.24
경상북도 포항시 남구,지멘스헬시니어스 주식회사,054-750-6411,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),108.85
경상북도 포항시 남구,진방스틸 주식회사,054-289-5700,사업장배출시설계폐기물,그 밖의 분진,7.53
경상북도 포항시 남구,포스코스틸리온(주)도금공장,054-280-6653,사업장배출시설계폐기물,(구)폐받침목,18.69
경상북도 포항시 남구,포스코스틸리온(주)도금공장,054-280-6653,사업장배출시설계폐기물,폐내화물,25.28
경상북도 포항시 남구,포스코스틸리온(주)도금공장,054-280-6653,사업장배출시설계폐기물,폐수처리오니,437.69
경상북도 포항시 남구,포스코스틸리온(주)도금공장,054-280-6653,사업장배출시설계폐기물,폐유리섬유,7.6
경상북도 포항시 남구,포스코스틸리온(주)도금공장,054-280-6653,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),40.22
경상북도 포항시 남구,포스코스틸리온(주)컬러공장,054-280-6354,사업장배출시설계폐기물,"(구)폐가구류, 폐도장목, 폐목재포장재, 폐전선드럼(원목상태의 깨끗한 목재를 말한다)",125.4
경상북도 포항시 남구,포스코스틸리온(주)컬러공장,054-280-6354,사업장배출시설계폐기물,폐수처리오니,241.55
경상북도 포항시 남구,포스코스틸리온(주)컬러공장,054-280-6354,사업장배출시설계폐기물,폐여과사,36.23
경상북도 포항시 남구,포스코스틸리온(주)컬러공장,054-280-6354,사업장배출시설계폐기물,폐합성고무류,20.52
경상북도 포항시 남구,포스코스틸리온(주)컬러공장,054-280-6354,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),374.72
경상북도 포항시 남구,포스코스틸리온(주)컬러공장,054-280-6354,사업장배출시설계폐기물,폐활성탄,116.52
경상북도 포항시 남구,포항수질환경(주),054-274-3851,사업장배출시설계폐기물,분뇨처리오니,115.49
경상북도 포항시 남구,포항수질환경(주),054-274-3851,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),349.01
경상북도 포항시 남구,포항수질환경(주),054-274-3851,사업장배출시설계폐기물,하수처리오니,48618.22
경상북도 포항시 남구,포항시 생활폐기물 에너지화시설 민간투자사업,054-288-3807,사업장배출시설계폐기물,그 밖의 폐금속류,1257.81
경상북도 포항시 남구,포항시 생활폐기물 에너지화시설 민간투자사업,054-288-3807,사업장배출시설계폐기물,그 밖의 폐기물,19309.07
경상북도 포항시 남구,포항시 생활폐기물 에너지화시설 민간투자사업,054-288-3807,사업장배출시설계폐기물,생활폐기물 소각시설 바닥재,4859.79
경상북도 포항시 남구,포항시 생활폐기물 에너지화시설 민간투자사업,054-288-3807,사업장배출시설계폐기물,생활폐기물 소각시설 소각재(바닥재와 비산재가 혼합된 경우를 말한다),7983.43
경상북도 포항시 남구,포항시 생활폐기물 에너지화시설 민간투자사업,054-288-3807,사업장배출시설계폐기물,킬레이트(Chelate) 처리물,2186.64
경상북도 포항시 남구,포항시 생활폐기물 에너지화시설 민간투자사업,054-288-3807,사업장배출시설계폐기물,폐수처리오니,4.45
경상북도 포항시 남구,포항시 생활폐기물 에너지화시설 민간투자사업,054-288-3807,사업장배출시설계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),1.45
경상북도 포항시 남구,포항이앤이(주)-,054-223-6225,,"그 밖의 폐광물유[아스팔트유ㆍ그리스(grease)ㆍ방청유 및 수용성절삭유, 20퍼센트 이상의 이물질이 함유된 폐유, 고체상태의 폐유 등을 말한다]",0.85
경상북도 포항시 남구,포항이앤이(주)-,054-223-6225,,폐기계유ㆍ폐작동유(공업용 기계유ㆍ냉동기유ㆍ터어빈유ㆍ베어링윤활유ㆍ압축기유ㆍ유압작동유ㆍ열매체유 및 프로세스유 등을 말한다),3.3
경상북도 포항시 남구,학계노인전문요양원,054-293-0669,,손상성폐기물,0.0005
경상북도 포항시 남구,학계노인전문요양원,054-293-0669,,일반의료폐기물,0.0295
경상북도 포항시 남구,한국전력공사 포항지점,054-271-7227,사업장생활계폐기물,"폐전주(폐애자, 폐근가 및 폐합성수지제 커버류 등을 포함한다)",909.848
경상북도 포항시 남구,해병대3170부대,054-290-2045,사업장생활계폐기물,그 밖의 폐기물,127.93
경상북도 포항시 남구,해봉수산(주),054-284-6114,사업장배출시설계폐기물,수산물가공잔재물,123.83
경상북도 포항시 남구,해봉수산(주),054-284-6114,사업장생활계폐기물,폐합성수지류(폐염화비닐수지류는 제외한다),14.54
경상북도 포항시 남구,현대종합특수강(주)포항1공장,054-289-3510,사업장배출시설계폐기물,그 밖의 공정오니(무기성),1187.56
경상북도 포항시 남구,현대종합특수강(주)포항1공장,054-289-3510,사업장배출시설계폐기물,그 밖의 분진,126.1
경상북도 포항시 남구,현대종합특수강(주)포항1공장,054-289-3510,사업장배출시설계폐기물,폐수처리오니,1089.8
경상북도 포항시 남구,현대종합특수강(주)포항1공장,054-289-3510,사업장배출시설계폐기물,폐합성고무류,7.12
